,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
588,Great,17500000.0,35000.0,28,180,76,2,4,70.0,74.0,79.0,81.0,41.0,62.0
9369,Medium,1000000.0,500.0,26,188,82,3,2,61.0,30.0,50.0,43.0,65.0,64.0
3628,Good,2300000.0,11000.0,29,176,72,4,4,72.0,70.0,71.0,73.0,42.0,65.0
18666,Low,130000.0,2000.0,24,184,74,3,2,67.0,47.0,53.0,51.0,39.0,63.0
5496,Medium,475000.0,1000.0,36,173,70,3,3,75.0,71.0,58.0,67.0,42.0,60.0
3844,Medium,1500000.0,8000.0,32,180,70,4,3,70.0,61.0,69.0,76.0,53.0,60.0
8869,Low,825000.0,3000.0,30,177,70,2,3,74.0,66.0,60.0,71.0,29.0,58.0
5276,Great,2200000.0,7000.0,25,190,85,4,2,61.0,46.0,52.0,57.0,69.0,78.0
3650,Great,3800000.0,900.0,22,170,65,3,3,87.0,61.0,63.0,79.0,31.0,62.0
9467,Medium,1200000.0,2000.0,24,168,75,3,2,64.0,48.0,53.0,64.0,67.0,69.0
19018,Low,100000.0,700.0,23,180,73,3,2,65.0,24.0,28.0,32.0,52.0,52.0
17092,Medium,325000.0,500.0,20,186,82,2,2,65.0,28.0,35.0,40.0,58.0,63.0
468,Great,26500000.0,77000.0,25,166,60,3,3,74.0,67.0,74.0,79.0,79.0,75.0
1946,Great,12000000.0,20000.0,23,189,86,3,3,66.0,64.0,72.0,70.0,71.0,69.0
8996,Low,850000.0,4000.0,30,183,83,3,3,75.0,67.0,59.0,65.0,27.0,64.0
6851,Medium,1000000.0,6000.0,29,197,97,3,2,38.0,38.0,41.0,37.0,66.0,83.0
9409,Low,725000.0,3000.0,29,185,80,2,2,40.0,30.0,39.0,42.0,66.0,77.0
13202,Good,1000000.0,500.0,20,182,78,2,2,72.0,26.0,42.0,52.0,61.0,59.0
52,Great,45000000.0,200000.0,32,189,76,3,3,42.0,62.0,79.0,80.0,82.0,75.0
15083,Low,475000.0,2000.0,25,188,73,3,3,73.0,59.0,47.0,60.0,24.0,62.0
15727,Medium,525000.0,500.0,21,180,75,3,2,61.0,40.0,53.0,54.0,54.0,57.0
597,Great,18000000.0,19000.0,28,188,84,4,3,67.0,78.0,64.0,75.0,44.0,81.0
5842,Medium,1500000.0,7000.0,26,186,78,3,2,68.0,51.0,56.0,53.0,68.0,75.0
10389,Good,1500000.0,5000.0,21,180,81,3,2,70.0,37.0,51.0,57.0,65.0,69.0
14816,Medium,700000.0,2000.0,21,180,61,2,2,56.0,46.0,52.0,61.0,58.0,58.0
11892,Medium,825000.0,2000.0,24,187,79,3,2,75.0,30.0,53.0,59.0,61.0,69.0
8949,Low,700000.0,3000.0,30,185,80,3,2,40.0,45.0,43.0,44.0,66.0,73.0
1975,Good,825000.0,16000.0,36,178,72,3,2,34.0,46.0,63.0,62.0,73.0,77.0
7641,Low,850000.0,2000.0,29,190,87,3,2,47.0,52.0,58.0,54.0,69.0,74.0
6883,Medium,1200000.0,5000.0,29,175,70,4,3,68.0,65.0,68.0,71.0,36.0,56.0
15596,Low,220000.0,700.0,28,178,77,3,2,65.0,33.0,55.0,56.0,55.0,62.0
18384,Good,300000.0,500.0,18,173,69,3,2,75.0,50.0,46.0,55.0,21.0,55.0
12868,Medium,1100000.0,2000.0,20,175,71,2,3,73.0,56.0,61.0,69.0,41.0,50.0
12174,Medium,875000.0,500.0,24,180,75,2,2,67.0,54.0,56.0,66.0,25.0,53.0
5054,Medium,1900000.0,7000.0,26,178,72,3,3,78.0,69.0,63.0,76.0,31.0,51.0
14110,Good,950000.0,8000.0,20,174,66,3,2,66.0,59.0,61.0,67.0,45.0,49.0
7175,Good,2400000.0,5000.0,23,178,70,4,4,91.0,62.0,56.0,75.0,38.0,60.0
2781,Good,2800000.0,11000.0,28,177,70,3,2,69.0,59.0,68.0,70.0,70.0,71.0
7442,Good,1900000.0,3000.0,21,184,75,3,2,65.0,51.0,66.0,68.0,58.0,76.0
17061,Low,325000.0,750.0,22,178,73,3,2,67.0,43.0,53.0,60.0,53.0,61.0
18263,Medium,250000.0,4000.0,20,182,82,3,2,51.0,55.0,35.0,49.0,20.0,66.0
11075,Low,110000.0,2000.0,37,180,80,3,2,33.0,59.0,64.0,62.0,65.0,58.0
1497,Good,2700000.0,7000.0,34,184,74,4,3,71.0,75.0,63.0,72.0,35.0,71.0
5005,Medium,1800000.0,5000.0,27,169,67,3,4,78.0,67.0,65.0,74.0,31.0,56.0
16493,Great,575000.0,3000.0,18,180,77,3,3,84.0,58.0,36.0,56.0,22.0,64.0
3653,Good,2600000.0,10000.0,25,170,67,4,4,66.0,68.0,69.0,76.0,31.0,52.0
11094,Low,190000.0,2000.0,34,185,68,3,2,34.0,26.0,53.0,57.0,64.0,70.0
17418,Good,375000.0,3000.0,18,178,73,3,2,66.0,50.0,52.0,60.0,29.0,44.0
6589,Medium,1000000.0,5000.0,29,182,76,4,2,73.0,37.0,54.0,62.0,68.0,72.0
11290,Low,650000.0,2000.0,26,175,64,3,4,90.0,60.0,58.0,66.0,34.0,59.0
6918,Medium,1400000.0,6000.0,26,188,78,3,2,45.0,49.0,54.0,52.0,67.0,75.0
13142,Good,1100000.0,3000.0,19,180,70,3,2,67.0,65.0,62.0,64.0,37.0,48.0
3838,Medium,325000.0,5000.0,36,180,79,3,2,36.0,38.0,60.0,60.0,69.0,72.0
7457,Good,1800000.0,4000.0,24,188,75,3,2,77.0,67.0,50.0,69.0,21.0,66.0
16045,Medium,525000.0,1000.0,21,187,74,2,2,69.0,33.0,45.0,56.0,56.0,70.0
12383,Low,475000.0,1000.0,30,183,76,3,3,69.0,61.0,62.0,61.0,50.0,63.0
16629,Low,450000.0,2000.0,22,181,75,2,2,72.0,52.0,52.0,57.0,35.0,54.0
17953,Good,325000.0,500.0,17,172,69,2,2,68.0,46.0,55.0,58.0,45.0,54.0
13591,Low,500000.0,4000.0,26,178,77,4,3,64.0,49.0,61.0,63.0,61.0,75.0
4580,Great,2800000.0,550.0,24,189,81,4,4,63.0,72.0,73.0,77.0,40.0,68.0
10876,Great,1700000.0,2000.0,19,182,76,3,2,83.0,61.0,55.0,67.0,37.0,53.0
12199,Medium,850000.0,1000.0,24,175,70,3,2,78.0,60.0,57.0,64.0,38.0,68.0
212,Great,30000000.0,165000.0,29,172,68,4,5,69.0,79.0,80.0,88.0,52.0,59.0
11529,Low,575000.0,1000.0,30,181,72,5,2,78.0,55.0,61.0,64.0,45.0,65.0
193,Great,58500000.0,120000.0,22,178,70,4,3,74.0,79.0,84.0,83.0,55.0,65.0
6923,Good,1900000.0,4000.0,23,185,70,3,3,80.0,63.0,63.0,70.0,29.0,61.0
7856,Low,1100000.0,3000.0,27,183,69,4,4,73.0,63.0,63.0,70.0,36.0,65.0
18389,Low,240000.0,1000.0,21,165,67,2,2,58.0,42.0,54.0,58.0,53.0,46.0
11152,Low,230000.0,1000.0,35,176,70,3,3,44.0,64.0,68.0,65.0,61.0,55.0
8061,Good,1600000.0,11000.0,23,190,87,4,3,76.0,66.0,51.0,65.0,28.0,69.0
14210,Great,925000.0,500.0,18,177,68,3,2,71.0,59.0,56.0,68.0,39.0,64.0
17726,Medium,350000.0,1000.0,20,182,71,3,2,64.0,51.0,56.0,58.0,30.0,46.0
15789,Low,210000.0,500.0,31,184,85,3,2,66.0,58.0,44.0,64.0,22.0,63.0
18984,Medium,150000.0,2000.0,18,178,63,3,2,64.0,43.0,51.0,51.0,42.0,64.0
14132,Low,150000.0,1000.0,34,176,73,2,2,66.0,41.0,63.0,48.0,59.0,62.0
15220,Low,325000.0,2000.0,26,180,72,3,2,62.0,53.0,55.0,60.0,60.0,63.0
14109,Good,825000.0,5000.0,21,185,78,3,2,55.0,33.0,46.0,50.0,61.0,67.0
16199,Great,575000.0,5000.0,19,186,72,3,3,77.0,57.0,50.0,66.0,25.0,52.0
10677,Good,1400000.0,3000.0,22,175,76,2,3,72.0,56.0,58.0,68.0,59.0,68.0
14417,Low,220000.0,500.0,32,176,72,3,2,61.0,35.0,56.0,54.0,56.0,57.0
7281,Medium,1300000.0,2000.0,27,178,75,2,2,72.0,53.0,63.0,68.0,63.0,64.0
15872,Medium,500000.0,500.0,18,166,60,3,2,65.0,38.0,50.0,60.0,56.0,53.0
2905,Great,4900000.0,17000.0,21,170,62,5,3,93.0,65.0,64.0,75.0,27.0,51.0
18222,Low,240000.0,500.0,21,184,75,3,2,76.0,51.0,46.0,54.0,24.0,59.0
13321,Great,1100000.0,500.0,19,183,78,4,2,80.0,62.0,51.0,67.0,38.0,64.0
12649,Medium,900000.0,600.0,23,183,80,3,2,66.0,24.0,42.0,41.0,62.0,72.0
17433,Great,425000.0,500.0,17,174,70,3,3,69.0,43.0,45.0,56.0,54.0,57.0
1195,Great,7000000.0,38000.0,28,182,77,3,3,71.0,67.0,74.0,74.0,75.0,74.0
18423,Medium,250000.0,500.0,17,181,72,2,2,60.0,26.0,39.0,40.0,54.0,58.0
7036,Medium,1200000.0,4000.0,28,186,82,3,3,74.0,66.0,61.0,69.0,34.0,72.0
1294,Great,10000000.0,88000.0,26,189,90,4,4,79.0,75.0,67.0,75.0,27.0,74.0
13348,Great,1100000.0,3000.0,19,180,70,3,2,73.0,42.0,50.0,58.0,58.0,67.0
15830,Medium,525000.0,2000.0,19,189,82,3,2,76.0,60.0,42.0,54.0,21.0,65.0
9023,Medium,975000.0,3000.0,26,184,73,3,2,68.0,46.0,63.0,64.0,63.0,68.0
5420,Great,3400000.0,500.0,21,188,80,4,2,76.0,50.0,62.0,63.0,68.0,75.0
13512,Low,500000.0,500.0,26,177,76,3,3,56.0,47.0,56.0,55.0,59.0,64.0
4607,Medium,425000.0,6000.0,35,189,85,4,2,36.0,47.0,60.0,55.0,72.0,64.0
16542,Low,275000.0,500.0,24,172,68,4,3,70.0,52.0,56.0,63.0,50.0,56.0
10525,Medium,1100000.0,5000.0,23,180,71,3,2,74.0,63.0,61.0,65.0,37.0,57.0
8299,Good,1600000.0,7000.0,23,176,69,3,3,85.0,65.0,55.0,70.0,23.0,60.0
13179,Great,1100000.0,500.0,17,185,75,2,2,70.0,25.0,50.0,57.0,60.0,65.0
15158,Medium,675000.0,2000.0,20,183,75,3,2,63.0,30.0,35.0,38.0,64.0,61.0
3550,Great,4900000.0,40000.0,23,193,76,4,2,58.0,29.0,49.0,57.0,74.0,72.0
10527,Good,1600000.0,9000.0,20,173,65,3,3,80.0,63.0,59.0,68.0,29.0,39.0
8766,Low,450000.0,5000.0,33,182,73,4,2,68.0,56.0,60.0,59.0,64.0,69.0
1758,Great,6000000.0,49000.0,27,178,71,2,3,70.0,49.0,62.0,71.0,74.0,78.0
7531,Low,800000.0,4000.0,32,179,70,3,3,70.0,63.0,63.0,67.0,40.0,60.0
16092,Medium,500000.0,850.0,23,176,72,4,2,72.0,44.0,55.0,63.0,51.0,64.0
15472,Good,550000.0,2000.0,20,188,72,3,2,64.0,46.0,55.0,60.0,59.0,59.0
13414,Low,325000.0,900.0,32,181,73,4,2,52.0,59.0,59.0,60.0,58.0,79.0
13891,Great,975000.0,2000.0,19,188,75,3,2,76.0,24.0,39.0,46.0,62.0,65.0
9117,Low,900000.0,2000.0,27,172,65,3,3,78.0,47.0,59.0,64.0,61.0,65.0
10134,Low,600000.0,1000.0,29,187,76,3,2,65.0,50.0,55.0,58.0,61.0,74.0
9843,Low,700000.0,4000.0,30,170,64,4,3,87.0,65.0,57.0,72.0,39.0,48.0
2402,Great,9500000.0,10000.0,20,178,65,3,4,85.0,66.0,65.0,79.0,43.0,64.0
1800,Good,6000000.0,19000.0,28,182,76,3,3,78.0,75.0,54.0,71.0,26.0,76.0
4897,Medium,1200000.0,7000.0,31,180,74,3,3,73.0,60.0,63.0,66.0,66.0,78.0
13160,Good,1100000.0,2000.0,23,180,77,2,2,72.0,62.0,52.0,63.0,24.0,68.0
3661,Good,1900000.0,13000.0,30,180,72,3,3,70.0,46.0,65.0,68.0,73.0,74.0
18394,Medium,275000.0,500.0,18,183,73,3,2,64.0,42.0,53.0,55.0,38.0,49.0
2620,Good,2100000.0,23000.0,31,184,75,3,2,56.0,62.0,56.0,62.0,75.0,66.0
4960,Good,1900000.0,25000.0,25,174,71,3,3,77.0,46.0,63.0,71.0,67.0,70.0
6404,Medium,400000.0,600.0,36,179,82,4,3,63.0,72.0,52.0,64.0,34.0,77.0
422,Great,14000000.0,53000.0,32,171,68,4,3,65.0,71.0,80.0,77.0,76.0,72.0
9163,Medium,1200000.0,3000.0,23,183,70,3,3,60.0,54.0,63.0,64.0,65.0,72.0
18796,Low,180000.0,800.0,22,177,61,3,2,61.0,39.0,52.0,51.0,45.0,45.0
18954,Low,140000.0,1000.0,20,180,77,3,2,77.0,44.0,45.0,49.0,25.0,50.0
13636,Medium,600000.0,5000.0,24,176,73,3,3,76.0,46.0,60.0,63.0,54.0,68.0
16757,Good,475000.0,550.0,18,177,70,3,3,80.0,47.0,46.0,65.0,27.0,49.0
1246,Great,7000000.0,28000.0,28,171,65,2,3,82.0,66.0,68.0,77.0,69.0,69.0
8223,Low,425000.0,2000.0,35,187,82,5,2,73.0,67.0,59.0,63.0,53.0,80.0
15829,Good,550000.0,2000.0,19,180,74,3,2,68.0,36.0,55.0,59.0,58.0,66.0
6635,Medium,1100000.0,4000.0,27,178,77,3,3,74.0,55.0,60.0,68.0,65.0,77.0
8820,Low,700000.0,6000.0,31,183,79,3,3,76.0,65.0,60.0,67.0,46.0,68.0
17379,Medium,350000.0,2000.0,18,185,75,3,2,69.0,59.0,37.0,61.0,19.0,41.0
4775,Medium,1600000.0,6000.0,28,183,69,3,3,83.0,70.0,62.0,70.0,38.0,69.0
18001,Low,110000.0,500.0,29,183,77,3,2,59.0,33.0,42.0,53.0,55.0,60.0
5713,Good,1600000.0,5000.0,25,188,78,3,2,62.0,29.0,54.0,53.0,69.0,68.0
5644,Medium,1400000.0,9000.0,29,178,73,4,4,69.0,67.0,65.0,75.0,28.0,58.0
8839,Low,700000.0,2000.0,31,168,71,4,3,72.0,65.0,64.0,69.0,35.0,53.0
17403,Low,350000.0,2000.0,22,175,75,3,2,72.0,28.0,45.0,50.0,51.0,56.0
3856,Medium,575000.0,5000.0,35,178,67,3,3,70.0,63.0,66.0,66.0,66.0,76.0
5907,Good,2100000.0,14000.0,24,175,68,4,3,73.0,63.0,66.0,73.0,42.0,60.0
4402,Great,2700000.0,25000.0,25,183,73,2,3,70.0,62.0,71.0,73.0,69.0,70.0
14040,Great,900000.0,4000.0,19,172,64,3,2,72.0,45.0,60.0,66.0,57.0,59.0
10156,Medium,1100000.0,4000.0,25,178,74,4,3,82.0,64.0,54.0,67.0,33.0,66.0
1808,Great,8500000.0,1000.0,23,182,78,4,3,85.0,67.0,70.0,80.0,31.0,71.0
14896,Great,875000.0,500.0,19,186,81,2,2,60.0,32.0,47.0,53.0,61.0,65.0
2740,Good,2800000.0,22000.0,28,179,70,3,2,84.0,51.0,60.0,63.0,69.0,76.0
10484,Good,1400000.0,3000.0,22,180,70,3,2,50.0,50.0,61.0,64.0,61.0,71.0
14484,Low,375000.0,1000.0,26,176,70,2,2,67.0,55.0,57.0,61.0,55.0,58.0
9887,Low,500000.0,3000.0,31,192,88,3,2,57.0,38.0,50.0,55.0,65.0,71.0
9781,Good,1300000.0,2000.0,22,185,79,3,2,67.0,40.0,52.0,54.0,63.0,68.0
1771,Great,8500000.0,28000.0,24,175,71,4,3,68.0,63.0,75.0,77.0,66.0,67.0
11377,Medium,800000.0,3000.0,23,173,60,3,3,67.0,56.0,61.0,67.0,59.0,67.0
4180,Good,2000000.0,9000.0,26,183,73,3,3,81.0,48.0,65.0,69.0,65.0,70.0
17152,Medium,400000.0,8000.0,20,167,66,3,2,62.0,46.0,55.0,57.0,55.0,53.0
11819,Good,1300000.0,3000.0,21,183,78,3,2,78.0,53.0,64.0,71.0,55.0,56.0
7874,Medium,1100000.0,3000.0,27,175,65,2,2,67.0,52.0,63.0,62.0,63.0,61.0
16489,Good,550000.0,500.0,20,182,72,3,2,72.0,52.0,58.0,55.0,35.0,49.0
61,Great,73500000.0,165000.0,27,188,78,2,3,67.0,69.0,78.0,78.0,85.0,83.0
6978,Medium,1200000.0,7000.0,29,172,62,4,3,76.0,68.0,62.0,75.0,31.0,41.0
12190,Good,1300000.0,2000.0,22,189,84,3,3,63.0,60.0,68.0,65.0,48.0,66.0
14645,Medium,750000.0,1000.0,21,184,72,4,2,74.0,60.0,47.0,59.0,27.0,60.0
6544,Medium,1200000.0,14000.0,29,180,77,4,3,77.0,65.0,68.0,70.0,63.0,79.0
1432,Great,15000000.0,37000.0,22,183,70,4,3,84.0,74.0,67.0,77.0,31.0,63.0
4514,Great,3900000.0,7000.0,24,188,80,2,2,49.0,53.0,59.0,62.0,70.0,80.0
2477,Good,1900000.0,25000.0,33,183,74,3,3,65.0,72.0,71.0,76.0,33.0,68.0
15765,Low,375000.0,700.0,23,176,70,3,2,63.0,41.0,62.0,59.0,54.0,61.0
4938,Medium,1600000.0,850.0,28,180,76,2,2,69.0,73.0,48.0,63.0,28.0,56.0
14745,Good,675000.0,2000.0,20,188,78,2,2,50.0,27.0,45.0,50.0,62.0,61.0
15322,Low,275000.0,3000.0,26,175,67,3,2,54.0,47.0,54.0,60.0,59.0,58.0
17399,Medium,350000.0,600.0,20,173,72,3,2,63.0,54.0,50.0,59.0,49.0,69.0
14892,Medium,700000.0,500.0,22,180,72,3,3,71.0,42.0,58.0,60.0,58.0,59.0
5143,Medium,1600000.0,9000.0,29,184,72,3,3,89.0,65.0,62.0,68.0,37.0,73.0
18406,Good,250000.0,500.0,18,174,65,2,2,65.0,37.0,45.0,52.0,52.0,61.0
10434,Medium,1000000.0,2000.0,22,188,67,3,2,74.0,27.0,58.0,62.0,61.0,58.0
10955,Great,1700000.0,3000.0,19,180,70,3,2,73.0,58.0,60.0,66.0,41.0,51.0
12945,Low,500000.0,2000.0,27,172,70,3,3,71.0,47.0,57.0,65.0,27.0,38.0
5500,Medium,450000.0,7000.0,34,186,81,4,2,43.0,45.0,50.0,52.0,72.0,68.0
8087,Great,2200000.0,8000.0,22,180,75,3,2,72.0,49.0,56.0,64.0,63.0,68.0
11229,Low,575000.0,2000.0,30,178,77,4,3,67.0,62.0,63.0,64.0,57.0,72.0
14521,Low,275000.0,1000.0,30,183,80,3,2,38.0,27.0,39.0,39.0,58.0,71.0
18869,Low,60000.0,500.0,28,169,60,3,2,67.0,50.0,44.0,56.0,27.0,43.0
6203,Great,3500000.0,10000.0,21,180,76,3,3,72.0,69.0,44.0,71.0,29.0,58.0
11340,Low,675000.0,3000.0,27,178,73,4,2,73.0,56.0,63.0,65.0,43.0,57.0
4825,Medium,1000000.0,650.0,32,180,75,3,2,77.0,35.0,46.0,55.0,71.0,73.0
2357,Good,4500000.0,15000.0,27,167,68,4,3,87.0,67.0,70.0,77.0,38.0,58.0
17557,Good,350000.0,1000.0,18,163,57,3,2,78.0,29.0,42.0,52.0,51.0,52.0
1384,Great,11500000.0,35000.0,23,187,77,3,4,84.0,75.0,69.0,79.0,31.0,60.0
4604,Medium,650000.0,6000.0,35,177,71,4,5,70.0,68.0,69.0,74.0,44.0,55.0
534,Great,11500000.0,100000.0,32,194,83,3,3,36.0,67.0,75.0,73.0,80.0,73.0
14935,Great,750000.0,500.0,17,178,68,3,2,64.0,56.0,58.0,63.0,54.0,54.0
12757,Good,1100000.0,6000.0,22,183,78,3,3,70.0,51.0,63.0,68.0,54.0,65.0
2551,Good,1100000.0,9000.0,34,170,68,4,2,70.0,49.0,65.0,69.0,72.0,65.0
11514,Low,625000.0,2000.0,27,170,63,3,3,63.0,57.0,63.0,67.0,43.0,49.0
11588,Medium,1100000.0,2000.0,23,178,75,3,2,81.0,51.0,54.0,61.0,57.0,77.0
2159,Good,2900000.0,15000.0,31,183,71,3,3,58.0,61.0,70.0,69.0,74.0,74.0
8170,Low,925000.0,500.0,28,174,76,3,2,75.0,52.0,57.0,60.0,63.0,64.0
17076,Medium,400000.0,7000.0,20,185,78,3,2,69.0,59.0,38.0,54.0,23.0,59.0
3479,Good,2600000.0,6000.0,26,185,79,2,2,52.0,47.0,57.0,53.0,72.0,81.0
14049,Medium,800000.0,850.0,21,170,63,2,3,84.0,47.0,55.0,63.0,53.0,54.0
10850,Good,1500000.0,2000.0,19,177,70,3,4,79.0,59.0,61.0,68.0,34.0,48.0
2643,Good,3100000.0,9000.0,28,193,87,4,2,68.0,71.0,58.0,68.0,28.0,79.0
7009,Medium,1400000.0,3000.0,26,186,77,2,2,49.0,30.0,50.0,52.0,69.0,68.0
6211,Great,3100000.0,4000.0,22,170,64,3,2,73.0,61.0,64.0,72.0,57.0,66.0
13169,Great,1200000.0,500.0,17,178,66,3,2,72.0,63.0,42.0,60.0,22.0,64.0
15342,Low,350000.0,1000.0,25,176,65,3,2,64.0,51.0,57.0,63.0,58.0,55.0
8660,Great,2300000.0,4000.0,21,170,62,4,3,71.0,64.0,67.0,73.0,58.0,53.0
1911,Great,7000000.0,16000.0,25,183,71,4,2,65.0,45.0,67.0,69.0,76.0,74.0
12999,Medium,925000.0,1000.0,21,192,88,2,2,64.0,49.0,53.0,56.0,60.0,72.0
11065,Low,180000.0,1000.0,38,176,70,4,4,71.0,62.0,62.0,67.0,50.0,58.0
12057,Good,1300000.0,500.0,21,176,70,3,2,74.0,46.0,55.0,60.0,58.0,67.0
9136,Low,1000000.0,2000.0,27,181,79,3,3,75.0,65.0,47.0,66.0,24.0,63.0
2782,Good,2400000.0,15000.0,32,186,76,3,3,59.0,69.0,67.0,74.0,70.0,78.0
12275,Low,400000.0,1000.0,29,188,82,4,3,57.0,62.0,65.0,63.0,59.0,67.0
1910,Great,7500000.0,33000.0,24,188,78,2,2,72.0,36.0,52.0,58.0,76.0,78.0
9388,Medium,1100000.0,6000.0,25,193,74,2,2,52.0,46.0,48.0,54.0,66.0,71.0
11656,Medium,850000.0,10000.0,24,183,79,3,2,65.0,62.0,53.0,62.0,30.0,69.0
14714,Medium,725000.0,1000.0,23,192,87,3,3,68.0,60.0,41.0,58.0,25.0,69.0
16965,Good,475000.0,2000.0,19,178,73,3,3,66.0,26.0,41.0,49.0,54.0,59.0
14787,Medium,725000.0,900.0,22,184,70,4,3,76.0,51.0,56.0,64.0,27.0,58.0
3982,Medium,1300000.0,14000.0,32,185,80,3,3,73.0,56.0,64.0,68.0,68.0,83.0
10645,Good,1600000.0,4000.0,22,169,72,3,3,87.0,57.0,56.0,69.0,33.0,58.0
4532,Great,3900000.0,21000.0,20,178,70,3,2,86.0,43.0,60.0,68.0,63.0,67.0
11534,Medium,1100000.0,7000.0,23,183,68,3,2,63.0,52.0,60.0,64.0,57.0,65.0
16302,Good,500000.0,500.0,17,173,69,2,2,65.0,32.0,40.0,60.0,56.0,54.0
18753,Low,180000.0,750.0,18,178,72,3,2,63.0,50.0,47.0,55.0,27.0,36.0
7126,Medium,1300000.0,11000.0,27,180,77,3,3,83.0,63.0,61.0,68.0,52.0,65.0
2544,Good,2500000.0,34000.0,29,191,77,2,2,63.0,30.0,56.0,54.0,74.0,79.0
15987,Low,325000.0,2000.0,25,188,73,3,2,66.0,57.0,39.0,53.0,19.0,57.0
12691,Low,525000.0,900.0,25,195,78,3,2,53.0,28.0,40.0,49.0,63.0,71.0
18498,Medium,210000.0,1000.0,19,182,75,2,2,55.0,25.0,34.0,37.0,54.0,54.0
13972,Good,925000.0,1000.0,20,175,71,2,2,66.0,38.0,48.0,56.0,60.0,61.0
5016,Great,3200000.0,10000.0,23,178,67,3,4,82.0,56.0,59.0,75.0,24.0,55.0
3042,Great,6500000.0,10000.0,19,172,63,3,4,71.0,67.0,72.0,77.0,44.0,47.0
131,Great,45000000.0,42000.0,27,173,75,4,4,83.0,83.0,82.0,87.0,38.0,79.0
14785,Good,800000.0,1000.0,20,172,67,3,2,80.0,55.0,53.0,64.0,27.0,56.0
4986,Medium,1500000.0,8000.0,28,185,85,3,2,53.0,43.0,55.0,60.0,70.0,74.0
11465,Medium,925000.0,2000.0,24,183,83,2,3,79.0,64.0,48.0,65.0,28.0,61.0
9611,Medium,1200000.0,2000.0,24,183,68,3,2,56.0,39.0,57.0,57.0,66.0,68.0
1902,Great,12500000.0,20000.0,22,179,68,4,3,83.0,69.0,67.0,79.0,54.0,65.0
7556,Low,750000.0,2000.0,31,187,76,3,2,52.0,52.0,68.0,62.0,64.0,74.0
6668,Medium,1200000.0,7000.0,28,189,82,3,2,71.0,24.0,56.0,56.0,67.0,69.0
16647,Medium,425000.0,750.0,20,187,79,3,2,63.0,35.0,48.0,51.0,55.0,68.0
7139,Good,1800000.0,6000.0,24,173,67,5,4,87.0,67.0,62.0,73.0,32.0,55.0
13899,Medium,900000.0,850.0,21,185,77,3,2,65.0,62.0,54.0,55.0,26.0,67.0
13628,Low,275000.0,2000.0,31,183,84,3,2,55.0,42.0,50.0,50.0,60.0,75.0
692,Great,13500000.0,32000.0,30,173,72,3,4,73.0,72.0,76.0,83.0,42.0,66.0
6037,Medium,1700000.0,3000.0,26,170,73,4,3,75.0,62.0,63.0,74.0,39.0,53.0
2711,Good,3000000.0,8000.0,29,182,75,4,3,69.0,62.0,76.0,72.0,60.0,74.0
415,Great,16500000.0,12000.0,32,170,69,4,4,74.0,73.0,83.0,81.0,49.0,74.0
6797,Medium,1400000.0,4000.0,27,175,68,3,3,86.0,67.0,64.0,70.0,35.0,65.0
18583,Medium,240000.0,700.0,18,180,69,4,2,83.0,50.0,42.0,52.0,20.0,53.0
17985,Low,200000.0,3000.0,23,178,65,2,3,68.0,43.0,58.0,61.0,43.0,52.0
5447,Great,3700000.0,4000.0,18,180,66,3,3,82.0,63.0,65.0,75.0,35.0,53.0
7590,Low,850000.0,2000.0,31,172,72,3,3,77.0,65.0,62.0,71.0,32.0,61.0
1675,Great,5500000.0,13000.0,28,189,84,3,2,72.0,55.0,65.0,68.0,75.0,79.0
8353,Medium,1100000.0,500.0,27,180,74,2,2,66.0,51.0,62.0,51.0,64.0,59.0
2172,Great,6000000.0,45000.0,25,180,74,4,3,78.0,73.0,63.0,77.0,25.0,60.0
15419,Low,350000.0,5000.0,24,172,66,3,3,64.0,56.0,58.0,67.0,56.0,44.0
7830,Medium,1200000.0,4000.0,27,185,71,2,2,51.0,45.0,58.0,59.0,64.0,76.0
8885,Low,700000.0,4000.0,30,182,75,3,2,57.0,40.0,53.0,53.0,66.0,70.0
3829,Medium,650000.0,700.0,39,189,80,3,3,33.0,73.0,61.0,63.0,36.0,61.0
3772,Good,2500000.0,18000.0,27,177,74,3,4,82.0,64.0,68.0,74.0,42.0,57.0
2774,Great,4400000.0,15000.0,25,189,79,3,2,68.0,62.0,68.0,71.0,73.0,80.0
10059,Medium,1000000.0,4000.0,25,185,80,3,2,65.0,43.0,51.0,54.0,61.0,74.0
8606,Great,2300000.0,5000.0,19,184,73,3,2,62.0,53.0,64.0,71.0,58.0,52.0
15343,Good,575000.0,500.0,22,191,80,2,2,40.0,31.0,37.0,46.0,59.0,67.0
5742,Good,1600000.0,7000.0,26,184,76,3,2,62.0,61.0,64.0,62.0,68.0,69.0
16812,Great,525000.0,1000.0,18,181,72,3,2,63.0,48.0,53.0,63.0,32.0,47.0
8433,Good,1500000.0,500.0,25,174,75,2,2,74.0,55.0,57.0,66.0,59.0,65.0
6507,Medium,800000.0,8000.0,32,175,70,4,2,52.0,54.0,62.0,61.0,66.0,73.0
1798,Great,6500000.0,41000.0,26,188,90,4,3,71.0,74.0,59.0,70.0,26.0,80.0
12851,Low,425000.0,1000.0,29,184,70,2,2,79.0,36.0,51.0,57.0,59.0,69.0
